id;fopt;fhist;precision;runs
f4_1_2_NSGA2-10-1-1000-100-0.2;-436.1667073345933;-462.09;0.05771911849637981;1001
f4_1_2_GBPSO-100-10;-462.0895531943524;-462.09;9.669238970717795E-7;1000
f4_2_2_RS-1000-1;81.08480327013831;77.66;0.04314854029344539;1000
f4_2_2_GD-1000-1-1.0E-5;81.63983123419999;77.66;0.049966546773661163;121
f4_2_2_NGD-1000-1-1-1.0E-5;126.41199294400829;77.66;0.47779209915771725;169
f4_2_2_NSGA2-10-1-1-1000;93.6244949094625;77.66;0.18640910746651074;1001
f4_2_2_NSGA2-10-1-1000-100-0.2;141.0517927487468;77.66;0.579683353623007;1001
f4_2_2_GBPSO-100-10;78.65496322885643;77.66;0.012730236546833158;1000
f4_3_2_RS-1000-1;117.32741717027068;115.68;0.014140469777979793;1000
f4_3_2_GD-1000-1-1.0E-5;119.65983124161208;115.68;0.033821994522688116;40
f4_3_2_NGD-1000-1-1-1.0E-5;294.7630636536811;115.68;0.8726329155596876;43
f4_3_2_NSGA2-10-1-1-1000;150.84268739776547;115.68;0.2638626207853573;1001
f4_3_2_NSGA2-10-1-1000-100-0.2;125.20847545357029;115.68;0.07911109434047485;1001
f4_3_2_GBPSO-100-10;115.68258701631466;115.68;2.236330729191647E-5;1000
f4_4_2_RS-1000-1;-1.9317833907413018;-3.71;0.6303739389133298;1000
f4_4_2_GD-1000-1-1.0E-5;68.92025693675389;-3.71;2.0;40
f4_4_2_NGD-1000-1-1-1.0E-5;493.6529855974633;-3.71;2.0;46
f4_4_2_NSGA2-10-1-1-1000;381.31067832770395;-3.71;2.0;1001
f4_4_2_NSGA2-10-1-1000-100-0.2;6.405163017679756;-3.71;2.0;1001
f4_4_2_GBPSO-100-10;-3.7099844410300005;-3.71;4.193801246660413E-6;1000
f4_5_2_RS-1000-1;135.50705100607888;132.18;0.024857765764719948;1000
f4_5_2_GD-1000-1-1.0E-5;157.05384513897584;132.18;0.17199816381809702;52
f4_5_2_NGD-1000-1-1-1.0E-5;288.38171624950905;132.18;0.7428242287124316;55
f4_5_2_NSGA2-10-1-1-1000;303.7562624220692;132.18;0.7871621482864885;1001
f4_5_2_NSGA2-10-1-1000-100-0.2;393.64388458243326;132.18;0.9944922330413601;1001
f4_5_2_GBPSO-100-10;132.22874048993748;132.18;3.686753308317905E-4;1000
f5_1_2_RS-1000-1;-7.162636422913941;-9.21;0.2500957725074405;1000
f5_1_2_GD-1000-1-1.0E-5;-9.21;-9.21;0.0;43
f5_1_2_NGD-1000-1-1-1.0E-5;-9.21;-9.21;0.0;37
f5_1_2_NSGA2-10-1-1-1000;31.41732996487341;-9.21;2.0;1001
f5_1_2_NSGA2-10-1-1000-100-0.2;-9.21;-9.21;0.0;1001
f5_1_2_GBPSO-100-10;-9.21;-9.21;0.0;1000
f5_2_2_RS-1000-1;656.500248178389;655.99;7.775268107282252E-4;1000
f5_2_2_GD-1000-1-1.0E-5;655.99;655.99;0.0;43
f5_2_2_NGD-1000-1-1-1.0E-5;655.99;655.99;0.0;46
f5_2_2_NSGA2-10-1-1-1000;677.5931125133045;655.99;0.03239859939826431;1001
f5_2_2_NSGA2-10-1-1000-100-0.2;679.3031556488074;655.99;0.03491840806669867;1001
f5_2_2_GBPSO-100-10;655.99;655.99;0.0;1000
f5_3_2_RS-1000-1;68.02152309629757;66.71;0.01946868952650648;1000
f5_3_2_GD-1000-1-1.0E-5;66.71;66.71;0.0;43
f5_3_2_NGD-1000-1-1-1.0E-5;66.71;66.71;0.0;43
f5_3_2_NSGA2-10-1-1-1000;123.76129782047963;66.71;0.5990540146815279;1001
f5_3_2_NSGA2-10-1-1000-100-0.2;73.41068676047428;66.71;0.09564164885843876;1001
f5_3_2_GBPSO-100-10;66.71;66.71;0.0;1000
f5_4_2_RS-1000-1;941.975039639889;941.67;3.2388229572953575E-4;1000
f5_4_2_GD-1000-1-1.0E-5;941.67;941.67;0.0;43
f5_4_2_NGD-1000-1-1-1.0E-5;941.67;941.67;0.0;43
f5_4_2_NSGA2-10-1-1-1000;956.0946666309612;941.67;0.015201744330680266;1001
f5_4_2_NSGA2-10-1-1000-100-0.2;941.6699999999997;941.67;2.4145791566390787E-16;1001
f5_4_2_GBPSO-100-10;941.67;941.67;0.0;1000
f5_5_2_RS-1000-1;-36.46183442760387;-37.45;0.02673903523160518;1000
f5_5_2_GD-1000-1-1.0E-5;-37.45;-37.45;0.0;43
f5_5_2_NGD-1000-1-1-1.0E-5;-37.45;-37.45;0.0;43
f5_5_2_NSGA2-10-1-1-1000;43.25255758919651;-37.45;2.0;1001
f5_5_2_NSGA2-10-1-1000-100-0.2;15.802217701275495;-37.45;2.0;1001
f5_5_2_GBPSO-100-10;-37.45;-37.45;0.0;1000
f6_1_2_RS-1000-1;36.20575758662908;35.9;0.008480809213099032;1000
f6_1_2_GD-1000-1-1.0E-5;35.90013948058779;35.9;3.8852455942232886E-6;166
f6_1_2_NGD-1000-1-1-1.0E-5;35.90050021298893;35.9;1.3933412370336151E-5;277
f6_1_2_NSGA2-10-1-1-1000;7632.91581004639;35.9;1.9812748143185448;1001
f6_1_2_NSGA2-10-1-1000-100-0.2;38.9082537639162;35.9;0.08042571808746682;1001
f6_1_2_GBPSO-100-10;35.90000021504741;35.9;5.990178660119288E-9;1000
f6_2_2_RS-1000-1;31.831705249277494;31.37;0.014610531391722891;1000
f6_2_2_GD-1000-1-1.0E-5;31.37000000106514;31.37;3.395406719869606E-11;394
f6_2_2_NGD-1000-1-1-1.0E-5;31.37000000205139;31.37;6.539337484148925E-11;355
f6_2_2_NSGA2-10-1-1-1000;369866.49884025607;31.37;1.999660771227492;1001
f6_2_2_NSGA2-10-1-1000-100-0.2;32.21063417559498;31.37;0.026443088732752962;1001
f6_2_2_GBPSO-100-10;31.370026869456147;31.37;8.565331411852887E-7;1000
f6_3_2_RS-1000-1;-999.8406011056423;-1000.0;1.5941159937399454E-4;1000
f6_3_2_GD-1000-1-1.0E-5;-999.9953270210334;-1000.0;4.672989884987741E-6;292
f6_3_2_NGD-1000-1-1-1.0E-5;-999.9999916478159;-1000.0;8.352184102796312E-9;283
f6_3_2_NSGA2-10-1-1-1000;11300.8513485633;-1000.0;2.0;1001
f6_3_2_NSGA2-10-1-1000-100-0.2;-997.0989394139726;-1000.0;0.0029052747750981786;1001
f6_3_2_GBPSO-100-10;-999.9999958636231;-1000.0;4.136376909997225E-9;1000
f6_4_2_RS-1000-1;132.44020132192097;131.92;0.003935549445943347;1000
f6_4_2_GD-1000-1-1.0E-5;131.92000009595998;131.92;7.274104771171655E-10;439
f6_4_2_NGD-1000-1-1-1.0E-5;131.92000023114068;131.92;1.752127718379653E-9;283
f6_4_2_NSGA2-10-1-1-1000;265107.37229271705;131.92;1.9980105511689512;1001
f6_4_2_NSGA2-10-1-1000-100-0.2;139.0722036334281;131.92;0.05278530922685083;1001
f6_4_2_GBPSO-100-10;131.92000009725703;131.92;7.372425960575539E-10;1000
f6_5_2_RS-1000-1;591.0802570578645;590.84;4.065537525561171E-4;1000
f6_5_2_GD-1000-1-1.0E-5;590.8400032130284;590.84;5.438068365189221E-9;229
f6_5_2_NGD-1000-1-1-1.0E-5;597.5347048551698;590.84;0.01126699319300252;91
f6_5_2_NSGA2-10-1-1-1000;660.3688280826423;590.84;0.11113864691825824;1001
f6_5_2_NSGA2-10-1-1000-100-0.2;590.8811804271742;590.84;6.969567416783404E-5;1001
f6_5_2_GBPSO-100-10;590.8400058688744;590.84;9.933102621493368E-9;1000
f7_1_2_RS-1000-1;93.27157939551287;92.94;0.00356131875997466;1000
f7_1_2_GD-1000-1-1.0E-5;100.37086354763274;92.94;0.07687993743612592;4
f7_1_2_NGD-1000-1-1-1.0E-5;112.53908440989065;92.94;0.1907647629069079;4
f7_1_2_NSGA2-10-1-1-1000;115.11677485107617;92.94;0.21318003095020546;1001
f7_1_2_NSGA2-10-1-1000-100-0.2;111.7032250069478;92.94;0.18337499329685386;1001
f7_1_2_GBPSO-100-10;92.94000000013705;92.94;1.4746017094179801E-12;1000
f7_2_2_RS-1000-1;35.38260153180727;35.35;9.218247625914329E-4;1000
f7_2_2_GD-1000-1-1.0E-5;40.7429025326555;35.35;0.1417452180994441;4
f7_2_2_NGD-1000-1-1-1.0E-5;204.40748795854861;35.35;1.410237397780684;4
f7_2_2_NSGA2-10-1-1-1000;35.46168359548058;35.35;0.003154383282809164;1001
f7_2_2_NSGA2-10-1-1000-100-0.2;35.35000000053192;35.35;1.504722482074587E-11;1001
f7_2_2_GBPSO-100-10;35.3500000000459;35.35;1.298474136635719E-12;1000
f7_3_2_RS-1000-1;3.9480726356011946;3.82;0.032974108664802104;1000
f7_3_2_GD-1000-1-1.0E-5;1234.7266055554232;3.82;1.9876629592043915;4
f7_3_2_NGD-1000-1-1-1.0E-5;5121.852072997101;3.82;1.997018927511868;4
f7_3_2_NSGA2-10-1-1-1000;2031.8343202492265;3.82;1.992493813980102;1001
f7_3_2_NSGA2-10-1-1000-100-0.2;7.260337095717709;3.82;0.6209805831714847;1001
f7_3_2_GBPSO-100-10;3.8200000106358565;3.82;2.7842556610064804E-9;1000
f7_4_2_RS-1000-1;21.765358144560885;21.75;7.058723731453274E-4;1000
f7_4_2_GD-1000-1-1.0E-5;242.90728167673402;21.75;1.6712729782123803;4
f7_4_2_NGD-1000-1-1-1.0E-5;1106.1190863077927;21.75;1.9228633880862855;4
f7_4_2_NSGA2-10-1-1-1000;27.62929512609905;21.75;0.23812794861025027;1001
f7_4_2_NSGA2-10-1-1000-100-0.2;256.2660662761119;21.75;1.6870684447653617;1001
f7_4_2_GBPSO-100-10;21.750000000060645;21.75;2.7882677010133335E-12;1000
f7_5_2_RS-1000-1;64.80614125783579;64.79;2.491009019114304E-4;1000
f7_5_2_GD-1000-1-1.0E-5;607.9633498399415;64.79;1.614777094663805;4
f7_5_2_NGD-1000-1-1-1.0E-5;143.06849339174227;64.79;0.753190231627572;4
f7_5_2_NSGA2-10-1-1-1000;1422.8486332969849;64.79;1.825791025992895;1001
f7_5_2_NSGA2-10-1-1000-100-0.2;2855.239570437577;64.79;1.9112474741270638;1001
f7_5_2_GBPSO-100-10;64.79000000337412;64.79;5.207766100713048E-11;1000
f8_1_2_RS-1000-1;149.56608371835821;149.15;0.0027858139620664663;1000
f8_1_2_GD-1000-1-1.0E-5;149.1500034190498;149.15;2.2923565207951976E-8;193
f8_1_2_NGD-1000-1-1-1.0E-5;149.15000895173654;149.15;6.001834571804711E-8;175
f8_1_2_NSGA2-10-1-1-1000;75648.61958083825;149.15;1.9921290559959854;1001
f8_1_2_NSGA2-10-1-1000-100-0.2;150.2991366832273;149.15;0.007675004148987741;1001
f8_1_2_GBPSO-100-10;149.158460254774;149.15;5.672152084980759E-5;1000
f8_2_2_RS-1000-1;-999.3886860899311;-1000.0;6.115008195474335E-4;1000
f8_2_2_GD-1000-1-1.0E-5;-999.9999911493227;-1000.0;8.850677357317946E-9;145
f8_2_2_NGD-1000-1-1-1.0E-5;-999.9999935771818;-1000.0;6.422818180616426E-9;187
f8_2_2_NSGA2-10-1-1-1000;74152.0575612381;-1000.0;2.0;1001
f8_2_2_NSGA2-10-1-1000-100-0.2;1104.359307564697;-1000.0;2.0;1001
f8_2_2_GBPSO-100-10;-999.9479747829606;-1000.0;5.2026570386194087E-5;1000
f8_3_2_RS-1000-1;98.73906926886933;98.62;0.0012066257639988395;1000
f8_3_2_GD-1000-1-1.0E-5;98.62000855211426;98.62;8.671784507720916E-8;214
f8_3_2_NGD-1000-1-1-1.0E-5;98.62000906705065;98.62;9.19392640859476E-8;85
f8_3_2_NSGA2-10-1-1-1000;99.88571342917463;98.62;0.012752413089875337;1001
f8_3_2_NSGA2-10-1-1000-100-0.2;98.7044371039391;98.62;8.558200411297096E-4;1001
f8_3_2_GBPSO-100-10;98.62087233172414;98.62;8.84534441392982E-6;1000
f8_4_2_RS-1000-1;-46.92821018072086;-47.15;0.00471500932794295;1000
f8_4_2_GD-1000-1-1.0E-5;-47.149999994825;-47.15;1.0975602188043532E-10;205
f8_4_2_NGD-1000-1-1-1.0E-5;-47.149998789888095;-47.15;2.5665152058200928E-8;202
f8_4_2_NSGA2-10-1-1-1000;986.243356410089;-47.15;2.0;1001
f8_4_2_NSGA2-10-1-1000-100-0.2;601.667305733199;-47.15;2.0;1001
f8_4_2_GBPSO-100-10;-47.13692267176041;-47.15;2.773943166034847E-4;1000
f8_5_2_RS-1000-1;37.97321908090196;37.52;0.012006881847660236;1000
f8_5_2_GD-1000-1-1.0E-5;37.52000531972298;37.52;1.4178365147177538E-7;277
f8_5_2_NGD-1000-1-1-1.0E-5;37.52000894428294;37.52;2.3838704352564575E-7;181
f8_5_2_NSGA2-10-1-1-1000;752.883436727378;37.52;1.8101222830945702;1001
f8_5_2_NSGA2-10-1-1000-100-0.2;50.69508950102018;37.52;0.29870376089949574;1001
f8_5_2_GBPSO-100-10;37.533977437161845;37.52;3.724635959111956E-4;1000
f9_1_2_RS-1000-1;123.93237289878778;123.83;8.263797088317145E-4;1000
f9_1_2_GD-1000-1-1.0E-5;123.8300022040255;123.83;1.779880066614209E-8;184
f9_1_2_NGD-1000-1-1-1.0E-5;123.83000268486717;123.83;2.1681879515234018E-8;181
f9_1_2_NSGA2-10-1-1-1000;380.5869480144097;123.83;1.0180345804204618;1001
f9_1_2_NSGA2-10-1-1000-100-0.2;310.2907451056926;123.83;0.8590271126540899;1001
f9_1_2_GBPSO-100-10;123.83022848417332;123.83;1.8451422315036707E-6;1000
f9_2_2_RS-1000-1;47.91181170553917;47.51;0.008421799971250163;1000
f9_2_2_GD-1000-1-1.0E-5;47.51000010101861;47.51;2.126260025487633E-9;196
f9_2_2_NGD-1000-1-1-1.0E-5;47.51000028021052;47.51;5.89792718641217E-9;247
f9_2_2_NSGA2-10-1-1-1000;2626.1620975650676;47.51;1.9289217252283586;1001
f9_2_2_NSGA2-10-1-1000-100-0.2;47.611412683532286;47.51;0.0021322787513614223;1001
f9_2_2_GBPSO-100-10;47.913382958335475;47.51;0.008454593535247133;1000
f9_3_2_RS-1000-1;55.55198507493234;55.34;0.003823271353454316;1000
f9_3_2_GD-1000-1-1.0E-5;55.34000005001648;55.34;9.038032977056549E-10;76
f9_3_2_NGD-1000-1-1-1.0E-5;55.34000005865344;55.34;1.059874125018406E-9;115
f9_3_2_NSGA2-10-1-1-1000;58.26141365454139;55.34;0.051432698952590915;1001
f9_3_2_NSGA2-10-1-1000-100-0.2;60.4991352489032;55.34;0.08907413263777875;1001
f9_3_2_GBPSO-100-10;55.3400005548295;55.34;1.0025831136961359E-8;1000
f9_4_2_RS-1000-1;-90.14441933626628;-90.33;0.0020565869048503357;1000
f9_4_2_GD-1000-1-1.0E-5;-90.32999944056178;-90.33;6.19327158115597E-9;148
f9_4_2_NGD-1000-1-1-1.0E-5;-90.32999949478105;-90.33;5.593036098256259E-9;178
f9_4_2_NSGA2-10-1-1-1000;-84.35708688290795;-90.33;0.06838414016367068;1001
f9_4_2_NSGA2-10-1-1000-100-0.2;7739.245967214793;-90.33;2.0;1001
f9_4_2_GBPSO-100-10;-90.23140192381032;-90.33;0.0010921279425076522;1000
f9_5_2_RS-1000-1;65.6478807033169;65.61;5.771951080411407E-4;1000
f9_5_2_GD-1000-1-1.0E-5;65.61000341562686;65.61;5.205954542148704E-8;70
f9_5_2_NGD-1000-1-1-1.0E-5;65.61000341890029;65.61;5.210943762664766E-8;112
f9_5_2_NSGA2-10-1-1-1000;66.39604464000195;65.61;0.01190922191700532;1001
f9_5_2_NSGA2-10-1-1000-100-0.2;233.55380121537348;65.61;1.122754828846874;1001
f9_5_2_GBPSO-100-10;65.62183201446297;65.61;1.8032232395664155E-4;1000
f1_1_2_RS-1000-1;83.85691087667931;79.48;0.05359365318208946;1000
f1_1_2_GD-1000-1-1.0E-5;-52.950143245228944;79.48;2.0;109
f1_1_2_NGD-1000-1-1-1.0E-5;-49.86960764377347;79.48;2.0;118
f1_1_2_NSGA2-10-1-1-1000;27.770899121314912;79.48;0.9642641936305872;1001
f1_1_2_NSGA2-10-1-1000-100-0.2;-52.51794929843606;79.48;2.0;1001
f1_1_2_GBPSO-100-10;1288.3326482003092;79.48;1.7675705072487073;1000
f1_2_2_RS-1000-1;87.3640026336576;394.48;1.2747528066665195;1000
f1_2_2_GD-1000-1-1.0E-5;59.69278096946225;394.48;1.4742724930186788;271
f1_2_2_NGD-1000-1-1-1.0E-5;61.21048302201609;394.48;1.4627012386470333;247
f1_2_2_NSGA2-10-1-1-1000;3544322.0481073735;394.48;1.9995548529797833;1001
f1_2_2_NSGA2-10-1-1000-100-0.2;70.1898009877222;394.48;1.395787711286391;1001
f1_2_2_GBPSO-100-10;78.86375322729472;394.48;1.3335604182829455;1000
f1_3_2_RS-1000-1;-462.47205809409473;-247.11;0.6070110021455375;1000
f1_3_2_GD-1000-1-1.0E-5;-491.2524088170076;-247.11;0.6613077965552678;136
f1_3_2_NGD-1000-1-1-1.0E-5;-489.6596556342666;-247.11;0.6584138034986298;235
f1_3_2_NSGA2-10-1-1-1000;1.4557544831782306E7;-247.11;2.0;1001
f1_3_2_NSGA2-10-1-1000-100-0.2;-477.63455670199676;-247.11;0.6361539512652999;1001
f1_3_2_GBPSO-100-10;-483.34554766128036;-247.11;0.6468170401816844;1000
f1_4_2_RS-1000-1;-164.11070349663822;-152.04;0.0763604405312771;1000
f1_4_2_GD-1000-1-1.0E-5;-169.4135698578138;-152.04;0.1080938056808548;211
f1_4_2_NGD-1000-1-1-1.0E-5;-161.12588126856946;-152.04;0.058025997160127796;121
f1_4_2_NSGA2-10-1-1-1000;8397891.169892186;-152.04;2.0;1001
f1_4_2_NSGA2-10-1-1000-100-0.2;-170.027178314853;-152.04;0.11169830101264604;1001
f1_4_2_GBPSO-100-10;-137.35880603414546;-152.04;0.10145994841542184;1000
f1_5_2_RS-1000-1;-452.9603939303339;-25.25;1.78879589134419;1000
f1_5_2_GD-1000-1-1.0E-5;-469.70623924197594;-25.25;1.7959415560561856;112
f1_5_2_NGD-1000-1-1-1.0E-5;-469.6690919238798;-25.25;1.7959262399690692;115
f1_5_2_NSGA2-10-1-1-1000;16108.005843052546;-25.25;2.0;1001
f1_5_2_NSGA2-10-1-1000-100-0.2;-452.4465504365555;-25.25;1.7885687055774246;1001
f1_5_2_GBPSO-100-10;-469.3670102337355;-25.25;1.7958016042507887;1000
f11_1_2_RS-1000-1;120.65232166526992;76.27;0.4507596832086038;1000
f11_1_2_GD-1000-1-1.0E-5;76.2729936384763;76.27;3.924976696592823E-5;115
f11_1_2_NGD-1000-1-1-1.0E-5;90.87126678156143;76.27;0.17471767520637468;178
f11_1_2_NSGA2-10-1-1-1000;3.1150299916197762E7;76.27;1.999990206217794;1001
f11_1_2_NSGA2-10-1-1000-100-0.2;93.65444337012141;76.27;0.2046138039393831;1001
f11_1_2_GBPSO-100-10;76.54021715186076;76.27;0.0035366372340433837;1000
f11_2_2_RS-1000-1;-19.6519224139534;-22.55;0.1373433919725134;1000
