id;fopt;fhist;precision;runs
f1_1_2_RS-10-10;81.68237962159982;79.48;0.02733118767259308;10
f1_1_2_GD-100-1-1.0E-5;79.48000000005;79.48;6.290109069962874E-13;13
f1_1_2_NGD-1000-10-0-1.0E-5;79.48000000005001;79.48;6.29189704866383E-13;121
f1_1_2_NSGA2-10-1-10-10;115.75529987130338;79.48;0.37160595338256547;110
f1_1_2_NSGA2-10-1-100-100-0.2;86.9770313543854;79.48;0.09007767702434019;101
f1_1_2_GBPSO-10-10;79.59670050172447;79.48;0.001467223061031507;100
f1_1_2_RS-10-10;80.86494273032136;79.48;0.017274542080826877;10
f1_1_2_GD-100-1-1.0E-5;79.48000000005;79.48;6.290109069962874E-13;13
f1_1_2_NGD-1000-10-0-1.0E-5;79.48000000005005;79.48;6.297260984766695E-13;121
f1_1_2_NSGA2-10-1-10-10;90.2083434484217;79.48;0.1264476183855572;110
f1_1_2_NSGA2-10-1-100-100-0.2;117.05385630157173;79.48;0.38236522712826077;101
f1_1_2_GBPSO-10-10;79.60051049147245;79.48;0.0015150880657867187;100
f1_1_2_RS-10-10;81.33625419566926;79.48;0.02308540520301759;10
f1_1_2_GD-100-1-1.0E-5;79.48000000005;79.48;6.290109069962874E-13;13
f1_1_2_NGD-1000-10-0-1.0E-5;79.48000000005;79.48;6.290109069962874E-13;121
f1_1_2_NSGA2-10-1-10-10;86.85720035400882;79.48;0.08870174967846303;110
f1_1_2_NSGA2-10-1-100-100-0.2;82.6632198308435;79.48;0.039264297750647895;101
f1_1_2_GBPSO-10-10;79.94313192696563;79.48;0.005810096958549259;100
f1_1_2_RS-10-10;81.33255638530962;79.48;0.023039946966216432;10
f1_1_2_GD-100-1-1.0E-5;79.48000000005;79.48;6.290109069962874E-13;13
f1_1_2_NGD-1000-10-0-1.0E-5;79.48000000005001;79.48;6.29189704866383E-13;121
f1_1_2_NSGA2-10-1-10-10;118.94752584756154;79.48;0.3978029326221783;110
f1_1_2_NSGA2-10-1-100-100-0.2;86.06639340650293;79.48;0.07957157230637918;101
f1_1_2_GBPSO-10-10;79.67624588890183;79.48;0.002466078384869876;100
f1_1_2_RS-10-10;79.88313490635286;79.48;0.005059324499229467;10
f1_1_2_GD-100-1-1.0E-5;79.48000000005;79.48;6.290109069962874E-13;13
f1_1_2_NGD-1000-10-0-1.0E-5;79.48000000005001;79.48;6.29189704866383E-13;121
f1_1_2_NSGA2-10-1-10-10;97.977558564182;79.48;0.20847304238654776;110
f1_1_2_NSGA2-10-1-100-100-0.2;89.49732557952682;79.48;0.11856413924378627;101
f1_1_2_GBPSO-10-10;79.51020577639179;79.48;3.799702786002278E-4;100
f1_2_2_RS-10-10;397.9032652975431;394.48;0.008640428054112506;10
f1_2_2_GD-100-1-1.0E-5;394.48000000005015;394.48;1.2709363069161804E-13;13
f1_2_2_NGD-1000-10-0-1.0E-5;394.48000000005004;394.48;1.2680543651771415E-13;121
f1_2_2_NSGA2-10-1-10-10;479.9819087345794;394.48;0.1955531919241809;110
f1_2_2_NSGA2-10-1-100-100-0.2;398.3738490774087;394.48;0.009822362802273553;101
f1_2_2_GBPSO-10-10;395.255537958277;394.48;0.001964044723837522;100
f1_2_2_RS-10-10;396.53617662002614;394.48;0.005198823186681377;10
f1_2_2_GD-100-1-1.0E-5;394.48000000005015;394.48;1.2709363069161804E-13;13
f1_2_2_NGD-1000-10-0-1.0E-5;394.4800000000498;394.48;1.262290481699064E-13;121
f1_2_2_NSGA2-10-1-10-10;462.88968351589403;394.48;0.15958036499578615;110
f1_2_2_NSGA2-10-1-100-100-0.2;501.3934656507288;394.48;0.23867983537847243;101
f1_2_2_GBPSO-10-10;394.62461357698356;394.48;3.6652574194951607E-4;100
f1_2_2_RS-10-10;396.11076448746127;394.48;0.004125432678228846;10
f1_2_2_GD-100-1-1.0E-5;394.48000000005015;394.48;1.2709363069161804E-13;13
f1_2_2_NGD-1000-10-0-1.0E-5;394.48000000005004;394.48;1.2680543651771415E-13;121
f1_2_2_NSGA2-10-1-10-10;419.74903227904633;394.48;0.062068610371992496;110
